Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Книжная полка из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевая книжная полка
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Dark Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Кирпичи
